cod-barra;nr-pedrep;nr-vol-ped;nome-transp;nr-linha;nr-pedido;nr-pedcli;nr-carga;it-codigo;nr-volume;nr-sequencia;cod-box;desc-item-1;desc-item-2;nome-emit;cidade;estado;dt-embarque;medida;volume;
00000900030218015762304014;KAIQUEBANHMA;008/017 ;RODAG-LOGIST                                           ;78      ;5762304 ;5762304 ;323     ;900030 218       ;1       ;14      ;C       ;PORTA ESP 663X346X15 LOURO FREIJO            ;663X326 mm                                   ;ZACARIAS GARCIA DOS SA;SAO PAULO          ;SP;03/05/24  ;663X3;01/01;
00000900030218015771656015;MARCELOBANHC;005/016 ;DUMAR                                                  ;78      ;5771656 ;5771656 ;321     ;900030 218       ;1       ;15      ;B       ;PORTA ESP 663X346X15 LOURO FREIJO            ;599X346 mm                                   ;GABI AMBIENTES PLANEJA;JUNDIAI            ;SP;03/05/24  ;599X3;01/01;
00000900030218015771656016;MARCELOBANHC;006/016 ;DUMAR                                                  ;78      ;5771656 ;5771656 ;321     ;900030 218       ;1       ;16      ;B       ;PORTA ESP 663X346X15 LOURO FREIJO            ;599X346 mm                                   ;GABI AMBIENTES PLANEJA;JUNDIAI            ;SP;03/05/24  ;599X3;01/01;
00000900030218015771650017;MARCELOBANHJ;005/016 ;DUMAR                                                  ;78      ;5771650 ;5771650 ;321     ;900030 218       ;1       ;17      ;B       ;PORTA ESP 663X346X15 LOURO FREIJO            ;590X346 mm                                   ;GABI AMBIENTES PLANEJA;JUNDIAI            ;SP;03/05/24  ;590X3;01/01;
00000900030218015771650018;MARCELOBANHJ;006/016 ;DUMAR                                                  ;78      ;5771650 ;5771650 ;321     ;900030 218       ;1       ;18      ;B       ;PORTA ESP 663X346X15 LOURO FREIJO            ;590X346 mm                                   ;GABI AMBIENTES PLANEJA;JUNDIAI            ;SP;03/05/24  ;590X3;01/01;
00000900030218015772098019;Jose Ricardo;007/015 ;PAESE LOGIST                                           ;78      ;5772098 ;5772098 ;327     ;900030 218       ;1       ;19      ;M       ;PORTA ESP 663X346X15 LOURO FREIJO            ;584X346 mm                                   ;EM CASA DESIGN MOVEIS ;SAO PAULO          ;SP;03/05/24  ;584X3;01/01;
00000900030218015772098020;Jose Ricardo;008/015 ;PAESE LOGIST                                           ;78      ;5772098 ;5772098 ;327     ;900030 218       ;1       ;20      ;M       ;PORTA ESP 663X346X15 LOURO FREIJO            ;584X346 mm                                   ;EM CASA DESIGN MOVEIS ;SAO PAULO          ;SP;03/05/24  ;584X3;01/01;
00000900049218015762748021;JEF/COZ.LAVA;035/122 ;RODAG-LOGIST                                           ;78      ;5762748 ;5762748 ;323     ;900049 218       ;1       ;21      ;C       ;PORTA ESP 834X346X15 LOURO FREIJO            ;824X329 mm                                   ;DECORA INTERIORES LTDA;SAO PAULO          ;SP;03/05/24  ;824X3;01/01;
00000900049218015762748022;JEF/COZ.LAVA;036/122 ;RODAG-LOGIST                                           ;78      ;5762748 ;5762748 ;323     ;900049 218       ;1       ;22      ;C       ;PORTA ESP 834X346X15 LOURO FREIJO            ;824X329 mm                                   ;DECORA INTERIORES LTDA;SAO PAULO          ;SP;03/05/24  ;824X3;01/01;
00000900049218015762748023;JEF/COZ.LAVA;033/122 ;RODAG-LOGIST                                           ;78      ;5762748 ;5762748 ;323     ;900049 218       ;1       ;23      ;C       ;PORTA ESP 834X346X15 LOURO FREIJO            ;824X324 mm                                   ;DECORA INTERIORES LTDA;SAO PAULO          ;SP;03/05/24  ;824X3;01/01;
00000900049218015762748024;JEF/COZ.LAVA;034/122 ;RODAG-LOGIST                                           ;78      ;5762748 ;5762748 ;323     ;900049 218       ;1       ;24      ;C       ;PORTA ESP 834X346X15 LOURO FREIJO            ;824X324 mm                                   ;DECORA INTERIORES LTDA;SAO PAULO          ;SP;03/05/24  ;824X3;01/01;
00000900015218015772098025;Jose Ricardo;009/015 ;PAESE LOGIST                                           ;78      ;5772098 ;5772098 ;327     ;900015 218       ;1       ;25      ;M       ;PORTA ESP 414X396X15 LOURO FREIJO            ;414X356 mm                                   ;EM CASA DESIGN MOVEIS ;SAO PAULO          ;SP;03/05/24  ;414X3;01/01;
00000900015218015772098026;Jose Ricardo;010/015 ;PAESE LOGIST                                           ;78      ;5772098 ;5772098 ;327     ;900015 218       ;1       ;26      ;M       ;PORTA ESP 414X396X15 LOURO FREIJO            ;414X356 mm                                   ;EM CASA DESIGN MOVEIS ;SAO PAULO          ;SP;03/05/24  ;414X3;01/01;
00000900019218015762748027;JEF/COZ.LAVA;022/122 ;RODAG-LOGIST                                           ;78      ;5762748 ;5762748 ;323     ;900019 218       ;1       ;27      ;C       ;PORTA ARTIC ESP 414X796X15 LOURO FREIJO      ;384X746 mm                                   ;DECORA INTERIORES LTDA;SAO PAULO          ;SP;03/05/24  ;384X7;01/01;
00000900019218015770727028;487-GIOVA-CZ;013/111 ;TRANSTUTTI                                             ;78      ;5770727 ;5770727 ;330     ;900019 218       ;1       ;28      ;A       ;PORTA ARTIC ESP 414X796X15 LOURO FREIJO      ;330X771 mm                                   ;DLM COMERCIO DE MOVEIS;PORTO ALEGRE       ;RS;03/05/24  ;330X7;01/01;
00000900019218015770725029;487-GIO-CZMA;002/002 ;TRANSTUTTI                                             ;78      ;5770725 ;5770725 ;330     ;900019 218       ;1       ;29      ;A       ;PORTA ARTIC ESP 414X796X15 LOURO FREIJO      ;330X771 mm                                   ;DLM COMERCIO DE MOVEIS;PORTO ALEGRE       ;RS;03/05/24  ;330X7;01/01;
00000900798307015761774030;ISABELLA-A.S;013/036 ;RODAG-LOGIST                                           ;78      ;5761774 ;5761774 ;323     ;900798 307       ;1       ;30      ;C       ;PORTA DESP ESP 1334X396X15 NIMBO             ;1038X373 mm                                  ;R FELICIANO AGUIRRE PL;SANTO ANDRE        ;SP;03/05/24  ;1038X;01/01;
00000900798307015761774031;ISABELLA-A.S;014/036 ;RODAG-LOGIST                                           ;78      ;5761774 ;5761774 ;323     ;900798 307       ;1       ;31      ;C       ;PORTA DESP ESP 1334X396X15 NIMBO             ;1038X373 mm                                  ;R FELICIANO AGUIRRE PL;SANTO ANDRE        ;SP;03/05/24  ;1038X;01/01;
00000900800307015759343032;068abcozinha;053/194 ;MERICA                                                 ;78      ;5759343 ;5759343 ;326     ;900800 307       ;1       ;32      ;D       ;PORTA DESP ESP 1836X396X15 NIMBO             ;1719X364 mm                                  ;MARTINS E SANTOS COMER;RIO DE JANEIRO     ;RJ;03/05/24  ;1719X;01/01;
00000900800307015759343033;068abcozinha;054/194 ;MERICA                                                 ;78      ;5759343 ;5759343 ;326     ;900800 307       ;1       ;33      ;D       ;PORTA DESP ESP 1836X396X15 NIMBO             ;1719X364 mm                                  ;MARTINS E SANTOS COMER;RIO DE JANEIRO     ;RJ;03/05/24  ;1719X;01/01;
00000900800307015771739034;Regis_Cozinh;062/115 ;TRANSTUTTI                                             ;78      ;5771739 ;5771739 ;330     ;900800 307       ;1       ;34      ;A       ;PORTA DESP ESP 1836X396X15 NIMBO             ;1668X396 mm                                  ;SS COMERCIO DE MOVEIS ;PORTO ALEGRE       ;RS;03/05/24  ;1668X;01/01;
00000900802307015759343035;068abcozinha;055/194 ;MERICA                                                 ;78      ;5759343 ;5759343 ;326     ;900802 307       ;1       ;35      ;D       ;PORTA DESP ESP 2338X396X15 NIMBO             ;2306X364 mm                                  ;MARTINS E SANTOS COMER;RIO DE JANEIRO     ;RJ;03/05/24  ;2306X;01/01;
00000900802307015761790036;AT Carlos La;001/001 ;RASADOR PR                                             ;78      ;5761790 ;5761790 ;332     ;900802 307       ;1       ;36      ;E       ;PORTA DESP ESP 2338X396X15 NIMBO             ;2200X396 mm                                  ;HILLESHEIM MOVEIS PLAN;PALHOCA            ;SC;03/05/24  ;2200X;01/01;
00000900802307015771757037;1383AA      ;039/139 ;MERICA                                                 ;78      ;5771757 ;5771757 ;326     ;900802 307       ;1       ;37      ;D       ;PORTA DESP ESP 2338X396X15 NIMBO             ;2183X396 mm                                  ;NOVO VISUAL COZ E QUAR;RIO DE JANEIRO     ;RJ;03/05/24  ;2183X;01/01;
00000900802307015771757038;1383AA      ;040/139 ;MERICA                                                 ;78      ;5771757 ;5771757 ;326     ;900802 307       ;1       ;38      ;D       ;PORTA DESP ESP 2338X396X15 NIMBO             ;2183X396 mm                                  ;NOVO VISUAL COZ E QUAR;RIO DE JANEIRO     ;RJ;03/05/24  ;2183X;01/01;
00000900826307015771110039;Hap-AM Coz  ;088/099 ;TRANSTUTTI                                             ;78      ;5771110 ;5771110 ;330     ;900826 307       ;1       ;39      ;A       ;PORTA BAL ESP 496X496X15 NIMBO               ;496X470 mm                                   ;SANMARCO LTDA         ;SAO MARCOS         ;RS;03/05/24  ;496X4;01/01;
00000900826307015771110040;Hap-AM Coz  ;089/099 ;TRANSTUTTI                                             ;78      ;5771110 ;5771110 ;330     ;900826 307       ;1       ;40      ;A       ;PORTA BAL ESP 496X496X15 NIMBO               ;496X470 mm                                   ;SANMARCO LTDA         ;SAO MARCOS         ;RS;03/05/24  ;496X4;01/01;
00000900826307015769046041;511868SHPATR;015/069 ;PAESE  R01                                             ;78      ;5769046 ;5769046 ;325     ;900826 307       ;1       ;41      ;J       ;PORTA BAL ESP 496X496X15 NIMBO               ;418X468 mm                                   ;E.F. MONTEIRO COMERCIO;SAO PAULO          ;SP;03/05/24  ;418X4;01/01;
00000900826307015769046042;511868SHPATR;016/069 ;PAESE  R01                                             ;78      ;5769046 ;5769046 ;325     ;900826 307       ;1       ;42      ;J       ;PORTA BAL ESP 496X496X15 NIMBO               ;418X468 mm                                   ;E.F. MONTEIRO COMERCIO;SAO PAULO          ;SP;03/05/24  ;418X4;01/01;
00000900028307015761750043;DIEGO-DORM  ;017/058 ;RODAG-LOGIST                                           ;78      ;5761750 ;5761750 ;323     ;900028 307       ;1       ;43      ;C       ;PORTA ESP 663X296X15 NIMBO                   ;613X296 mm                                   ;R FELICIANO AGUIRRE PL;SANTO ANDRE        ;SP;03/05/24  ;613X2;01/01;
00000900028307015761750044;DIEGO-DORM  ;018/058 ;RODAG-LOGIST                                           ;78      ;5761750 ;5761750 ;323     ;900028 307       ;1       ;44      ;C       ;PORTA ESP 663X296X15 NIMBO                   ;613X296 mm                                   ;R FELICIANO AGUIRRE PL;SANTO ANDRE        ;SP;03/05/24  ;613X2;01/01;
00000900028307015761754045;DIEGO-DORM2 ;052/069 ;RODAG-LOGIST                                           ;78      ;5761754 ;5761754 ;323     ;900028 307       ;1       ;45      ;C       ;PORTA ESP 663X296X15 NIMBO                   ;613X296 mm                                   ;R FELICIANO AGUIRRE PL;SANTO ANDRE        ;SP;03/05/24  ;613X2;01/01;
00000900028307015761754046;DIEGO-DORM2 ;053/069 ;RODAG-LOGIST                                           ;78      ;5761754 ;5761754 ;323     ;900028 307       ;1       ;46      ;C       ;PORTA ESP 663X296X15 NIMBO                   ;613X296 mm                                   ;R FELICIANO AGUIRRE PL;SANTO ANDRE        ;SP;03/05/24  ;613X2;01/01;
00000900028307015759343047;068abcozinha;063/194 ;MERICA                                                 ;78      ;5759343 ;5759343 ;326     ;900028 307       ;1       ;47      ;D       ;PORTA ESP 663X296X15 NIMBO                   ;609X296 mm                                   ;MARTINS E SANTOS COMER;RIO DE JANEIRO     ;RJ;03/05/24  ;609X2;01/01;
00000900028307015770008048;ANALUC/COZI ;086/146 ;RASADOR                                                ;78      ;5770008 ;5770008 ;322     ;900028 307       ;1       ;48      ;G       ;PORTA ESP 663X296X15 NIMBO                   ;590X296 mm                                   ;RB COMERCIO DE MOVEIS ;CAMPINAS           ;SP;03/05/24  ;590X2;01/01;
00000900028307015770008049;ANALUC/COZI ;087/146 ;RASADOR                                                ;78      ;5770008 ;5770008 ;322     ;900028 307       ;1       ;49      ;G       ;PORTA ESP 663X296X15 NIMBO                   ;590X296 mm                                   ;RB COMERCIO DE MOVEIS ;CAMPINAS           ;SP;03/05/24  ;590X2;01/01;
00000900028307015771739050;Regis_Cozinh;097/115 ;TRANSTUTTI                                             ;78      ;5771739 ;5771739 ;330     ;900028 307       ;1       ;50      ;A       ;PORTA ESP 663X296X15 NIMBO                   ;518X269 mm                                   ;SS COMERCIO DE MOVEIS ;PORTO ALEGRE       ;RS;03/05/24  ;518X2;01/01;
00000900028307015771739051;Regis_Cozinh;098/115 ;TRANSTUTTI                                             ;78      ;5771739 ;5771739 ;330     ;900028 307       ;1       ;51      ;A       ;PORTA ESP 663X296X15 NIMBO                   ;518X269 mm                                   ;SS COMERCIO DE MOVEIS ;PORTO ALEGRE       ;RS;03/05/24  ;518X2;01/01;
00000900047307015767986052;VALESCA DORM;033/136 ;TRANSTUTTI                                             ;78      ;5767986 ;5767986 ;330     ;900047 307       ;1       ;52      ;A       ;PORTA ESP 834X296X15 NIMBO                   ;680X296 mm                                   ;LTF COMERCIO DE MOVEIS;BENTO GONCALVES    ;RS;03/05/24  ;680X2;01/01;
00000900047307015767986053;VALESCA DORM;034/136 ;TRANSTUTTI                                             ;78      ;5767986 ;5767986 ;330     ;900047 307       ;1       ;53      ;A       ;PORTA ESP 834X296X15 NIMBO                   ;680X296 mm                                   ;LTF COMERCIO DE MOVEIS;BENTO GONCALVES    ;RS;03/05/24  ;680X2;01/01;
00000900047307015767986054;VALESCA DORM;035/136 ;TRANSTUTTI                                             ;78      ;5767986 ;5767986 ;330     ;900047 307       ;1       ;54      ;A       ;PORTA ESP 834X296X15 NIMBO                   ;680X296 mm                                   ;LTF COMERCIO DE MOVEIS;BENTO GONCALVES    ;RS;03/05/24  ;680X2;01/01;
00000900047307015767986055;VALESCA DORM;036/136 ;TRANSTUTTI                                             ;78      ;5767986 ;5767986 ;330     ;900047 307       ;1       ;55      ;A       ;PORTA ESP 834X296X15 NIMBO                   ;680X296 mm                                   ;LTF COMERCIO DE MOVEIS;BENTO GONCALVES    ;RS;03/05/24  ;680X2;01/01;
00000900077307015769531056;2598AA      ;009/015 ;MERICA                                                 ;78      ;5769531 ;5769531 ;326     ;900077 307       ;1       ;56      ;D       ;PORTA DESP ESP 1334X296X15 NIMBO             ;1196X296 mm                                  ;BONBINI EKO PILARES MO;RIO DE JANEIRO     ;RJ;03/05/24  ;1196X;01/01;
00000900760307015770081057;SANDRAcoz/sa;164/191 ;TRANSTUTTI                                             ;78      ;5770081 ;5770081 ;330     ;900760 307       ;1       ;57      ;A       ;PORTA DESP ESP 2338X296X15 NIMBO             ;2184X296 mm                                  ;MICHELE WASIELESKI DE ;PELOTAS            ;RS;03/05/24  ;2184X;01/01;
00000900760307015771110058;Hap-AM Coz  ;090/099 ;TRANSTUTTI                                             ;78      ;5771110 ;5771110 ;330     ;900760 307       ;1       ;58      ;A       ;PORTA DESP ESP 2338X296X15 NIMBO             ;2150X254 mm                                  ;SANMARCO LTDA         ;SAO MARCOS         ;RS;03/05/24  ;2150X;01/01;
00000900760307015771110059;Hap-AM Coz  ;001/099 ;TRANSTUTTI                                             ;78      ;5771110 ;5771110 ;330     ;900760 307       ;1       ;59      ;A       ;PORTA DESP ESP 2338X296X15 NIMBO             ;2150X254 mm                                  ;SANMARCO LTDA         ;SAO MARCOS         ;RS;03/05/24  ;2150X;01/01;
00000900030307015761975060;ARTHURSTUDIO;036/122 ;RODAG-LOGIST                                           ;78      ;5761975 ;5761975 ;323     ;900030 307       ;1       ;60      ;C       ;PORTA ESP 663X346X15 NIMBO                   ;663X331 mm                                   ;C A DE SOUZA PLANEJADO;SAO PAULO          ;SP;03/05/24  ;663X3;01/01;
00000900030307015761975061;ARTHURSTUDIO;037/122 ;RODAG-LOGIST                                           ;78      ;5761975 ;5761975 ;323     ;900030 307       ;1       ;61      ;C       ;PORTA ESP 663X346X15 NIMBO                   ;663X331 mm                                   ;C A DE SOUZA PLANEJADO;SAO PAULO          ;SP;03/05/24  ;663X3;01/01;
00000900030307015771114062;Hap-AM lava ;013/049 ;TRANSTUTTI                                             ;78      ;5771114 ;5771114 ;330     ;900030 307       ;1       ;62      ;A       ;PORTA ESP 663X346X15 NIMBO                   ;663X316 mm                                   ;SANMARCO LTDA         ;SAO MARCOS         ;RS;03/05/24  ;663X3;01/01;
00000900030307015771114063;Hap-AM lava ;014/049 ;TRANSTUTTI                                             ;78      ;5771114 ;5771114 ;330     ;900030 307       ;1       ;63      ;A       ;PORTA ESP 663X346X15 NIMBO                   ;663X316 mm                                   ;SANMARCO LTDA         ;SAO MARCOS         ;RS;03/05/24  ;663X3;01/01;
00000900030307015761989064;fabia1 banhe;004/023 ;RAVANELLO                                              ;78      ;5761989 ;5761989 ;333     ;900030 307       ;1       ;64      ;S       ;PORTA ESP 663X346X15 NIMBO                   ;663X316 mm                                   ;SEMMPRE MOVEIS PLANEJA;LUCAS DO RIO VERDE ;MT;03/05/24  ;663X3;01/01;
00000900030307015761996065;fabia2banhe ;004/023 ;RAVANELLO                                              ;78      ;5761996 ;5761996 ;333     ;900030 307       ;1       ;65      ;S       ;PORTA ESP 663X346X15 NIMBO                   ;663X316 mm                                   ;SEMMPRE MOVEIS PLANEJA;LUCAS DO RIO VERDE ;MT;03/05/24  ;663X3;01/01;
00000900030307015762098066;lucie banho ;008/027 ;RAVANELLO                                              ;78      ;5762098 ;5762098 ;333     ;900030 307       ;1       ;66      ;S       ;PORTA ESP 663X346X15 NIMBO                   ;613X307 mm                                   ;SEMMPRE MOVEIS PLANEJA;LUCAS DO RIO VERDE ;MT;03/05/24  ;613X3;01/01;
00000900030307015762098067;lucie banho ;009/027 ;RAVANELLO                                              ;78      ;5762098 ;5762098 ;333     ;900030 307       ;1       ;67      ;S       ;PORTA ESP 663X346X15 NIMBO                   ;613X307 mm                                   ;SEMMPRE MOVEIS PLANEJA;LUCAS DO RIO VERDE ;MT;03/05/24  ;613X3;01/01;
00000900030307015761772068;ISABELLA-COZ;022/060 ;RODAG-LOGIST                                           ;78      ;5761772 ;5761772 ;323     ;900030 307       ;1       ;68      ;C       ;PORTA ESP 663X346X15 NIMBO                   ;573X346 mm                                   ;R FELICIANO AGUIRRE PL;SANTO ANDRE        ;SP;03/05/24  ;573X3;01/01;
00000900030307015761772069;ISABELLA-COZ;023/060 ;RODAG-LOGIST                                           ;78      ;5761772 ;5761772 ;323     ;900030 307       ;1       ;69      ;C       ;PORTA ESP 663X346X15 NIMBO                   ;573X346 mm                                   ;R FELICIANO AGUIRRE PL;SANTO ANDRE        ;SP;03/05/24  ;573X3;01/01;
00000900049307015770572070;51202-01    ;076/097 ;MERICA                                                 ;78      ;5770572 ;5770572 ;326     ;900049 307       ;1       ;70      ;D       ;PORTA ESP 834X346X15 NIMBO                   ;834X312 mm                                   ;RGR RIO COM DE MOD E I;RIO DE JANEIRO     ;RJ;03/05/24  ;834X3;01/01;
00000900049307015770572071;51202-01    ;077/097 ;MERICA                                                 ;78      ;5770572 ;5770572 ;326     ;900049 307       ;1       ;71      ;D       ;PORTA ESP 834X346X15 NIMBO                   ;834X312 mm                                   ;RGR RIO COM DE MOD E I;RIO DE JANEIRO     ;RJ;03/05/24  ;834X3;01/01;
00000900049307015770572072;51202-01    ;078/097 ;MERICA                                                 ;78      ;5770572 ;5770572 ;326     ;900049 307       ;1       ;72      ;D       ;PORTA ESP 834X346X15 NIMBO                   ;834X312 mm                                   ;RGR RIO COM DE MOD E I;RIO DE JANEIRO     ;RJ;03/05/24  ;834X3;01/01;
00000900049307015770572073;51202-01    ;079/097 ;MERICA                                                 ;78      ;5770572 ;5770572 ;326     ;900049 307       ;1       ;73      ;D       ;PORTA ESP 834X346X15 NIMBO                   ;834X312 mm                                   ;RGR RIO COM DE MOD E I;RIO DE JANEIRO     ;RJ;03/05/24  ;834X3;01/01;
00000900049307015762748074;JEF/COZ.LAVA;027/122 ;RODAG-LOGIST                                           ;78      ;5762748 ;5762748 ;323     ;900049 307       ;1       ;74      ;C       ;PORTA ESP 834X346X15 NIMBO                   ;713X311 mm                                   ;DECORA INTERIORES LTDA;SAO PAULO          ;SP;03/05/24  ;713X3;01/01;
00000900049307015762748075;JEF/COZ.LAVA;028/122 ;RODAG-LOGIST                                           ;78      ;5762748 ;5762748 ;323     ;900049 307       ;1       ;75      ;C       ;PORTA ESP 834X346X15 NIMBO                   ;713X311 mm                                   ;DECORA INTERIORES LTDA;SAO PAULO          ;SP;03/05/24  ;713X3;01/01;
00000900049307015765540076;Adriana/cozi;013/084 ;DUMAR                                                  ;78      ;5765540 ;5765540 ;321     ;900049 307       ;1       ;76      ;B       ;PORTA ESP 834X346X15 NIMBO                   ;664X310 mm                                   ;PLANEJAR COMERCIO DE M;VOTUPORANGA        ;SP;03/05/24  ;664X3;01/01;
00000900049307015765540077;Adriana/cozi;014/084 ;DUMAR                                                  ;78      ;5765540 ;5765540 ;321     ;900049 307       ;1       ;77      ;B       ;PORTA ESP 834X346X15 NIMBO                   ;664X310 mm                                   ;PLANEJAR COMERCIO DE M;VOTUPORANGA        ;SP;03/05/24  ;664X3;01/01;
00000900084307015771739078;Regis_Cozinh;051/115 ;TRANSTUTTI                                             ;78      ;5771739 ;5771739 ;330     ;900084 307       ;1       ;78      ;A       ;PORTA DESP ESP 1836X346X15 NIMBO             ;1668X346 mm                                  ;SS COMERCIO DE MOVEIS ;PORTO ALEGRE       ;RS;03/05/24  ;1668X;01/01;
00000900084307015771739079;Regis_Cozinh;052/115 ;TRANSTUTTI                                             ;78      ;5771739 ;5771739 ;330     ;900084 307       ;1       ;79      ;A       ;PORTA DESP ESP 1836X346X15 NIMBO             ;1668X346 mm                                  ;SS COMERCIO DE MOVEIS ;PORTO ALEGRE       ;RS;03/05/24  ;1668X;01/01;
00000900761307015761780080;FRANCI-COZ  ;045/110 ;RODAG-LOGIST                                           ;78      ;5761780 ;5761780 ;323     ;900761 307       ;1       ;80      ;C       ;PORTA DESP ESP 2338X346X15 NIMBO             ;2288X346 mm                                  ;R FELICIANO AGUIRRE PL;SANTO ANDRE        ;SP;03/05/24  ;2288X;01/01;
00000900015307015770572081;51202-01    ;071/097 ;MERICA                                                 ;78      ;5770572 ;5770572 ;326     ;900015 307       ;1       ;81      ;D       ;PORTA ESP 414X396X15 NIMBO                   ;414X373 mm                                   ;RGR RIO COM DE MOD E I;RIO DE JANEIRO     ;RJ;03/05/24  ;414X3;01/01;
00000900015307015770572082;51202-01    ;072/097 ;MERICA                                                 ;78      ;5770572 ;5770572 ;326     ;900015 307       ;1       ;82      ;D       ;PORTA ESP 414X396X15 NIMBO                   ;414X373 mm                                   ;RGR RIO COM DE MOD E I;RIO DE JANEIRO     ;RJ;03/05/24  ;414X3;01/01;
00000900015307015762243083;SOMARIACOZIN;039/051 ;RODAG-LOGIST                                           ;78      ;5762243 ;5762243 ;323     ;900015 307       ;1       ;83      ;C       ;PORTA ESP 414X396X15 NIMBO                   ;414X371 mm                                   ;ZACARIAS GARCIA DOS SA;SAO PAULO          ;SP;03/05/24  ;414X3;01/01;
00000900015307015762243084;SOMARIACOZIN;040/051 ;RODAG-LOGIST                                           ;78      ;5762243 ;5762243 ;323     ;900015 307       ;1       ;84      ;C       ;PORTA ESP 414X396X15 NIMBO                   ;414X371 mm                                   ;ZACARIAS GARCIA DOS SA;SAO PAULO          ;SP;03/05/24  ;414X3;01/01;
