cod-barra;nr-pedrep;nr-vol-ped;nome-transp;nr-linha;nr-pedido;nr-pedcli;nr-carga;it-codigo;nr-volume;nr-sequencia;cod-box;desc-item-1;desc-item-2;nome-emit;cidade;estado;dt-embarque;medida;volume;
00098161940007015770970015;MI-15148-INF;024/452 ;TRANSTUTTI                                             ;47      ;5770970 ;5770970 ;330     ;981619 40007     ;1       ;15      ;A       ;PAINEL ESP DUO 1C X150-338X25MM DUST         ;1900X338 mm                                  ;ESTILO IN COMERCIO DE ;PORTO ALEGRE       ;RS;03/05/24  ;1900X;01/01;
00000981619556015762530016;sh-coz      ;150/241 ;DUMAR                                                  ;47      ;5762530 ;5762530 ;321     ;981619 556       ;1       ;16      ;B       ;PAINEL ESP DUO 1C X150-338X25MM CAIRO        ;850X338 mm                                   ;VITRINE MOVEIS PLANEJA;SAO JOSE DO RIO PRE;SP;03/05/24  ;850X3;01/01;
00000981617724015758747017;SuiteMaster ;028/055 ;SULMOVEIS                                              ;47      ;5758747 ;5758747 ;335     ;981617 724       ;1       ;17      ;R       ;PAINEL ESP DUO 2C 1L X701-900X15 NOMADE      ;359X820 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;359X8;01/01;
00000981617724015758747018;SuiteMaster ;029/055 ;SULMOVEIS                                              ;47      ;5758747 ;5758747 ;335     ;981617 724       ;1       ;18      ;R       ;PAINEL ESP DUO 2C 1L X701-900X15 NOMADE      ;359X820 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;359X8;01/01;
00000981615724015758747019;SuiteMaster ;024/055 ;SULMOVEIS                                              ;47      ;5758747 ;5758747 ;335     ;981615 724       ;1       ;19      ;R       ;PAINEL ESP DUO 2C 1L X339-514X15 NOMADE      ;509X373 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;509X3;01/01;
00000981615724015758747020;SuiteMaster ;025/055 ;SULMOVEIS                                              ;47      ;5758747 ;5758747 ;335     ;981615 724       ;1       ;20      ;R       ;PAINEL ESP DUO 2C 1L X339-514X15 NOMADE      ;509X373 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;509X3;01/01;
00000981615724015758747021;SuiteMaster ;026/055 ;SULMOVEIS                                              ;47      ;5758747 ;5758747 ;335     ;981615 724       ;1       ;21      ;R       ;PAINEL ESP DUO 2C 1L X339-514X15 NOMADE      ;509X373 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;509X3;01/01;
00000981615724015758747022;SuiteMaster ;027/055 ;SULMOVEIS                                              ;47      ;5758747 ;5758747 ;335     ;981615 724       ;1       ;22      ;R       ;PAINEL ESP DUO 2C 1L X339-514X15 NOMADE      ;509X373 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;509X3;01/01;
00000981614218015619136023;Caf         ;036/077 ;TRANSTUTTI                                             ;47      ;5619136 ;5619136 ;330     ;981614 218       ;1       ;23      ;A       ;PAINEL ESP DUO 2C 1L X150-338X15 LOURO FREIJO;296X296 mm                                   ;ARQDECOR ARQUITETURA E;CAXIAS DO SUL      ;RS;03/05/24  ;296X2;01/01;
00000981614218015619136024;Caf         ;037/077 ;TRANSTUTTI                                             ;47      ;5619136 ;5619136 ;330     ;981614 218       ;1       ;24      ;A       ;PAINEL ESP DUO 2C 1L X150-338X15 LOURO FREIJO;296X296 mm                                   ;ARQDECOR ARQUITETURA E;CAXIAS DO SUL      ;RS;03/05/24  ;296X2;01/01;
00098157740007015758783025;Home Living ;068/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;25      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783026;Home Living ;067/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;26      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783027;Home Living ;066/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;27      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783028;Home Living ;065/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;28      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783029;Home Living ;058/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;29      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783030;Home Living ;059/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;30      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783031;Home Living ;060/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;31      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783032;Home Living ;061/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;32      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783033;Home Living ;062/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;33      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783034;Home Living ;063/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;34      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783035;Home Living ;064/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;35      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783036;Home Living ;078/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;36      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783037;Home Living ;081/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;37      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783038;Home Living ;080/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;38      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783039;Home Living ;079/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;39      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783040;Home Living ;069/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;40      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783041;Home Living ;070/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;41      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783042;Home Living ;071/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;42      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783043;Home Living ;072/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;43      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783044;Home Living ;073/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;44      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783045;Home Living ;074/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;45      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783046;Home Living ;075/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;46      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783047;Home Living ;076/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;47      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783048;Home Living ;077/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;48      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;420X338 mm                                   ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;420X3;01/01;
00098157740007015758783049;Home Living ;057/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;49      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;1360X338 mm                                  ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;1360X;01/01;
00098157740007015758783050;Home Living ;054/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;50      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;1360X338 mm                                  ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;1360X;01/01;
00098157740007015758783051;Home Living ;055/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;51      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;1360X338 mm                                  ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;1360X;01/01;
00098157740007015758783052;Home Living ;056/125 ;SULMOVEIS                                              ;47      ;5758783 ;5758783 ;335     ;981577 40007     ;1       ;52      ;R       ;PAINEL ESP DUO 1C X150-338X15 DUST           ;1360X338 mm                                  ;ENGIPEC MOVEIS PLANEJA;PICOS              ;PI;03/05/24  ;1360X;01/01;
00000981577307015615657053;SHOWROOMCIMA;167/307 ;TRANSTUTTI                                             ;47      ;5615657 ;5615657 ;330     ;981577 307       ;1       ;53      ;A       ;PAINEL ESP DUO 1C X150-338X15 NIMBO          ;696X180 mm                                   ;PESAMOSCA COMERCIO DE ;SAO LEOPOLDO       ;RS;03/05/24  ;696X1;01/01;
00000981577307015615657054;SHOWROOMCIMA;168/307 ;TRANSTUTTI                                             ;47      ;5615657 ;5615657 ;330     ;981577 307       ;1       ;54      ;A       ;PAINEL ESP DUO 1C X150-338X15 NIMBO          ;696X180 mm                                   ;PESAMOSCA COMERCIO DE ;SAO LEOPOLDO       ;RS;03/05/24  ;696X1;01/01;
00000981577307015615657055;SHOWROOMCIMA;169/307 ;TRANSTUTTI                                             ;47      ;5615657 ;5615657 ;330     ;981577 307       ;1       ;55      ;A       ;PAINEL ESP DUO 1C X150-338X15 NIMBO          ;596X180 mm                                   ;PESAMOSCA COMERCIO DE ;SAO LEOPOLDO       ;RS;03/05/24  ;596X1;01/01;
